shipment_id,contract_ref,sales_order,material_code,product,quantity_mt,load_port,discharge_port,discharge_port_country,mode_of_transport,vessel,shipment_month,bl_date,bl_quantity_mt,lc_number,lc_issue_date,bl_available,lc_available,qty_variance_mt,qty_variance_pct,lc_bl_lag_days,lc_backdated_vs_bl
SHP-700233,CTR-2025233,SO-500233,MAT-1002,RBD Palm Olein,4222.7,Lahad Datu,Alexandria,Egypt,Sea,MT Melaka Horizon,2025-02,2025-02-24,4118.5,LC-90233,2025-01-21,True,True,-104.2,-2.47,-34.0,False
SHP-700234,CTR-2025234,SO-500234,MAT-1003,RBD Palm Stearin,1063.5,Kuantan,Chennai,India,Sea,MT Sabahan Pride,2026-07,2026-06-19,1068.2,,,True,False,4.7,0.44,,False
SHP-700235,CTR-2025235,SO-500235,MAT-1005,Palm Kernel Oil (PKO),3761.2,Westport,Lagos,Nigeria,Sea,MT Sabahan Pride,2026-02,2026-02-04,3798.7,,,True,False,37.5,1.0,,False
SHP-700236,CTR-2025236,SO-500236,MAT-1002,RBD Palm Olein,5710.2,Bintulu,Chennai,India,Sea,MT Sabahan Pride,2025-12,2025-12-18,5565.0,LC-90236,2025-11-15,True,True,-145.2,-2.54,-33.0,False
SHP-700237,CTR-2025237,SO-500237,MAT-1003,RBD Palm Stearin,7379.9,Kuantan,Istanbul,Turkey,Sea,MT Selangor Star,2025-08,2025-07-24,7323.1,,,True,False,-56.8,-0.77,,False
SHP-700238,CTR-2025238,SO-500238,MAT-1001,Crude Palm Oil (CPO),1888.5,Westport,Chittagong,Bangladesh,Sea,MT Melaka Horizon,2026-03,2026-02-25,1901.0,,,True,False,12.5,0.66,,False
SHP-700239,CTR-2025239,SO-500239,MAT-1005,Palm Kernel Oil (PKO),6549.2,Port Klang,Jeddah,Saudi Arabia,Sea,MT Perak Navigator,2025-08,2025-09-03,6630.8,,,True,False,81.6,1.25,,False
SHP-700240,CTR-2025240,SO-500240,MAT-1005,Palm Kernel Oil (PKO),2372.5,Kuantan,"West Port, Malaysia",Malaysia,Land,,2025-06,2025-05-19,2418.5,,,True,False,46.0,1.94,,False
SHP-700241,CTR-2025241,SO-500241,MAT-1003,RBD Palm Stearin,7580.4,Bintulu,Colombo,Sri Lanka,Sea,MT Selangor Star,2026-04,2026-05-19,7703.7,,,True,False,123.3,1.63,,False
SHP-700242,CTR-2025242,SO-500242,MAT-1002,RBD Palm Olein,1854.3,Bintulu,Shanghai,China,Sea,MT Melaka Horizon,2025-12,2025-12-02,1801.8,,,True,False,-52.5,-2.83,,False
SHP-700243,CTR-2025243,SO-500243,MAT-1003,RBD Palm Stearin,5730.7,Lahad Datu,Colombo,Sri Lanka,Sea,MT Labuan Wave,2026-03,2026-04-12,5837.0,,,True,False,106.3,1.85,,False
SHP-700244,CTR-2025244,SO-500244,MAT-1008,Palm Kernel Expeller (PKE),7582.0,Pasir Gudang,Chennai,India,Sea,MT Pahang Voyager,2025-12,2025-12-28,7475.5,LC-90244,2025-12-01,True,True,-106.5,-1.4,-27.0,False
SHP-700245,CTR-2025245,SO-500245,MAT-1008,Palm Kernel Expeller (PKE),6716.9,Kuantan,Jeddah,Saudi Arabia,Sea,MT Kinabalu Spirit,2026-03,2026-03-24,6592.6,,,True,False,-124.3,-1.85,,False
SHP-700246,CTR-2025246,SO-500246,MAT-1004,RBD Palm Oil,1404.3,Westport,Karachi,Pakistan,Sea,MT Sabahan Pride,2025-11,2025-10-31,1386.0,,,True,False,-18.3,-1.3,,False
SHP-700247,CTR-2025247,SO-500247,MAT-1001,Crude Palm Oil (CPO),5935.8,Kuantan,Jeddah,Saudi Arabia,Sea,MT Pahang Voyager,2026-01,2026-02-14,5992.4,LC-90247,2026-02-03,True,True,56.6,0.95,-11.0,False
SHP-700248,CTR-2025248,SO-500248,MAT-1002,RBD Palm Olein,2890.6,Port Klang,"West Port, Malaysia",Malaysia,Land,,2026-01,2026-01-17,2892.9,,,True,False,2.3,0.08,,False
SHP-700249,CTR-2025249,SO-500249,MAT-1004,RBD Palm Oil,2247.2,Lahad Datu,Chennai,India,Sea,MT Selangor Star,2025-08,2025-09-04,2182.2,,,True,False,-65.0,-2.89,,False
SHP-700250,CTR-2025250,SO-500250,MAT-1005,Palm Kernel Oil (PKO),7060.3,Bintulu,Istanbul,Turkey,Sea,MT Kinabalu Spirit,2025-11,2025-11-25,7130.5,,,True,False,70.2,0.99,,False
SHP-700251,CTR-2025251,SO-500251,MAT-1004,RBD Palm Oil,7984.5,Pasir Gudang,Jeddah,Saudi Arabia,Sea,MT Selangor Star,2025-06,2025-06-17,7936.5,LC-90251,2025-05-18,True,True,-48.0,-0.6,-30.0,False
SHP-700252,CTR-2025252,SO-500252,MAT-1002,RBD Palm Olein,5206.3,Port Klang,Los Angeles,USA,Sea,MT Perak Navigator,2026-05,2026-05-22,5250.1,,,True,False,43.8,0.84,,False
SHP-700253,CTR-2025253,SO-500253,MAT-1002,RBD Palm Olein,3633.3,Bintulu,Lagos,Nigeria,Sea,MT Melaka Horizon,2025-02,2025-01-31,3544.4,LC-90253,2025-01-08,True,True,-88.9,-2.45,-23.0,False
SHP-700254,CTR-2025254,SO-500254,MAT-1006,Palm Fatty Acid Distillate (PFAD),3159.7,Pasir Gudang,Karachi,Pakistan,Sea,MT Perak Navigator,2025-11,2025-10-20,3101.8,,,True,False,-57.9,-1.83,,False
SHP-700255,CTR-2025255,SO-500255,MAT-1001,Crude Palm Oil (CPO),815.7,Westport,Singapore,Singapore,Sea,MT Melaka Horizon,2026-04,2026-05-13,806.9,LC-90255,2026-04-11,True,True,-8.8,-1.08,-32.0,False
SHP-700256,CTR-2025256,SO-500256,MAT-1005,Palm Kernel Oil (PKO),5597.4,Pasir Gudang,Colombo,Sri Lanka,Sea,MT Selangor Star,2025-07,2025-06-30,5454.5,LC-90256,2025-06-08,True,True,-142.9,-2.55,-22.0,False
SHP-700257,CTR-2025257,SO-500257,MAT-1007,Palm Methyl Ester Biodiesel (B100),3631.9,Bintulu,Kandla,India,Sea,MT Labuan Wave,2025-09,2025-09-16,3634.3,LC-90257,2025-09-02,True,True,2.4,0.07,-14.0,False
SHP-700258,CTR-2025258,SO-500258,MAT-1008,Palm Kernel Expeller (PKE),1752.8,Bintulu,Chennai,India,Sea,MT Selangor Star,2026-07,2026-07-31,1757.2,LC-90258,2026-07-19,True,True,4.4,0.25,-12.0,False
SHP-700259,CTR-2025259,SO-500259,MAT-1002,RBD Palm Olein,5058.0,Pasir Gudang,Shanghai,China,Sea,MT Selangor Star,2025-05,2025-04-26,4950.9,,,True,False,-107.1,-2.12,,False
SHP-700260,CTR-2025260,SO-500260,MAT-1003,RBD Palm Stearin,2153.6,Bintulu,Shanghai,China,Sea,MT Labuan Wave,2025-02,2025-02-06,2126.7,,,True,False,-26.9,-1.25,,False
SHP-700261,CTR-2025261,SO-500261,MAT-1002,RBD Palm Olein,933.8,Kuantan,Jeddah,Saudi Arabia,Sea,MT Selangor Star,2025-06,2025-06-23,952.2,LC-90261,2025-06-05,True,True,18.4,1.97,-18.0,False
SHP-700262,CTR-2025262,SO-500262,MAT-1005,Palm Kernel Oil (PKO),1804.2,Port Klang,Jeddah,Saudi Arabia,Sea,MT Pahang Voyager,2025-10,2025-10-22,1812.9,,,True,False,8.7,0.48,,False
SHP-700263,CTR-2025263,SO-500263,MAT-1008,Palm Kernel Expeller (PKE),1654.2,Westport,Kandla,India,Sea,MT Kinabalu Spirit,2025-09,2025-10-11,1623.1,,,True,False,-31.1,-1.88,,False
SHP-700264,CTR-2025264,SO-500264,MAT-1007,Palm Methyl Ester Biodiesel (B100),4527.3,Bintulu,Istanbul,Turkey,Sea,MT Kinabalu Spirit,2026-02,2026-02-20,4590.1,LC-90264,2026-02-21,True,True,62.8,1.39,1.0,True
SHP-700265,CTR-2025265,SO-500265,MAT-1001,Crude Palm Oil (CPO),2492.0,Lahad Datu,Guangzhou,China,Sea,MT Melaka Horizon,2025-03,2025-03-22,2536.3,,,True,False,44.3,1.78,,False
SHP-700266,CTR-2025266,SO-500266,MAT-1005,Palm Kernel Oil (PKO),6966.0,Port Klang,Karachi,Pakistan,Sea,MT Perak Navigator,2025-07,2025-07-16,6948.9,,,True,False,-17.1,-0.25,,False
SHP-700267,CTR-2025267,SO-500267,MAT-1007,Palm Methyl Ester Biodiesel (B100),1152.4,Westport,"West Port, Malaysia",Malaysia,Sea,MT Sabahan Pride,2025-12,2025-12-28,1132.8,,,True,False,-19.6,-1.7,,False
SHP-700268,CTR-2025268,SO-500268,MAT-1005,Palm Kernel Oil (PKO),5925.7,Bintulu,Jeddah,Saudi Arabia,Sea,MT Selangor Star,2025-03,,,LC-90268,2025-03-08,False,True,,,,False
SHP-700269,CTR-2025269,SO-500269,MAT-1005,Palm Kernel Oil (PKO),2151.4,Westport,Shanghai,China,Sea,MT Perak Navigator,2026-07,,,LC-90269,2026-07-03,False,True,,,,False
SHP-700270,CTR-2025270,SO-500270,MAT-1002,RBD Palm Olein,6884.1,Lahad Datu,Lagos,Nigeria,Sea,MT Selangor Star,2025-11,2025-11-04,6961.4,LC-90270,2025-10-20,True,True,77.3,1.12,-15.0,False
SHP-700271,CTR-2025271,SO-500271,MAT-1004,RBD Palm Oil,3108.6,Port Klang,Istanbul,Turkey,Sea,MT Kinabalu Spirit,2025-05,2025-06-13,3151.9,LC-90271,2025-05-23,True,True,43.3,1.39,-21.0,False
SHP-700272,CTR-2025272,SO-500272,MAT-1001,Crude Palm Oil (CPO),6480.7,Bintulu,Los Angeles,USA,Sea,MT Pahang Voyager,2025-08,2025-08-13,6567.3,,,True,False,86.6,1.34,,False
SHP-700273,CTR-2025273,SO-500273,MAT-1002,RBD Palm Olein,5812.7,Port Klang,Shanghai,China,Sea,MT Kinabalu Spirit,2025-10,2025-11-14,5836.0,,,True,False,23.3,0.4,,False
SHP-700274,CTR-2025274,SO-500274,MAT-1005,Palm Kernel Oil (PKO),5139.6,Lahad Datu,Kandla,India,Sea,MT Pahang Voyager,2025-11,2025-11-19,5209.5,LC-90274,2025-10-22,True,True,69.9,1.36,-28.0,False
SHP-700275,CTR-2025275,SO-500275,MAT-1008,Palm Kernel Expeller (PKE),719.4,Kuantan,Chittagong,Bangladesh,Sea,MT Selangor Star,2025-10,2025-09-21,709.9,,,True,False,-9.5,-1.32,,False
SHP-700276,CTR-2025276,SO-500276,MAT-1006,Palm Fatty Acid Distillate (PFAD),6076.3,Bintulu,"West Port, Malaysia",Malaysia,Sea,MT Sarawak Trader,2025-09,2025-09-17,6146.8,,,True,False,70.5,1.16,,False
SHP-700277,CTR-2025277,SO-500277,MAT-1007,Palm Methyl Ester Biodiesel (B100),4306.0,Westport,Chennai,India,Sea,MT Pahang Voyager,2025-09,2025-10-19,4388.1,LC-90277,2025-09-26,True,True,82.1,1.91,-23.0,False
SHP-700278,CTR-2025278,SO-500278,MAT-1002,RBD Palm Olein,5238.6,Lahad Datu,Kandla,India,Sea,MT Kinabalu Spirit,2026-04,2026-05-27,5285.7,LC-90278,2026-04-26,True,True,47.1,0.9,-31.0,False
SHP-700279,CTR-2025279,SO-500279,MAT-1005,Palm Kernel Oil (PKO),1302.4,Kuantan,Shanghai,China,Sea,MT Sarawak Trader,2025-12,2025-11-24,1326.0,,,True,False,23.6,1.81,,False
SHP-700280,CTR-2025280,SO-500280,MAT-1002,RBD Palm Olein,3064.0,Westport,Kandla,India,Sea,MT Melaka Horizon,2025-06,2025-06-11,3115.7,LC-90280,2025-06-29,True,True,51.7,1.69,18.0,True
SHP-700281,CTR-2025281,SO-500281,MAT-1005,Palm Kernel Oil (PKO),5659.1,Port Klang,Karachi,Pakistan,Sea,MT Kinabalu Spirit,2026-05,2026-05-06,5689.7,,,True,False,30.6,0.54,,False
SHP-700282,CTR-2025282,SO-500282,MAT-1004,RBD Palm Oil,1005.1,Lahad Datu,Guangzhou,China,Sea,MT Selangor Star,2025-04,2025-04-20,1006.2,,,True,False,1.1,0.11,,False
SHP-700283,CTR-2025283,SO-500283,MAT-1002,RBD Palm Olein,843.1,Westport,Kandla,India,Sea,MT Pahang Voyager,2025-09,2025-10-06,849.4,LC-90283,2025-09-20,True,True,6.3,0.75,-16.0,False
SHP-700284,CTR-2025284,SO-500284,MAT-1005,Palm Kernel Oil (PKO),1475.6,Port Klang,"West Port, Malaysia",Malaysia,Sea,MT Selangor Star,2025-05,,,LC-90284,2025-04-12,False,True,,,,False
SHP-700285,CTR-2025285,SO-500285,MAT-1001,Crude Palm Oil (CPO),665.9,Lahad Datu,Singapore,Singapore,Sea,MT Kinabalu Spirit,2026-05,2026-05-27,668.7,LC-90285,2026-04-26,True,True,2.8,0.42,-31.0,False
SHP-700286,CTR-2025286,SO-500286,MAT-1004,RBD Palm Oil,3844.3,Pasir Gudang,Rotterdam,Netherlands,Sea,MT Kinabalu Spirit,2026-01,2026-01-28,3815.7,LC-90286,2025-12-29,True,True,-28.6,-0.74,-30.0,False
SHP-700287,CTR-2025287,SO-500287,MAT-1008,Palm Kernel Expeller (PKE),1727.2,Pasir Gudang,Kandla,India,Sea,MT Pahang Voyager,2026-04,2026-04-15,1694.4,,,True,False,-32.8,-1.9,,False
SHP-700288,CTR-2025288,SO-500288,MAT-1007,Palm Methyl Ester Biodiesel (B100),1117.9,Pasir Gudang,Jeddah,Saudi Arabia,Sea,MT Perak Navigator,2025-03,2025-03-08,1099.6,,,True,False,-18.3,-1.64,,False
SHP-700289,CTR-2025289,SO-500289,MAT-1003,RBD Palm Stearin,7631.5,Lahad Datu,Shanghai,China,Sea,MT Kinabalu Spirit,2025-10,2025-11-18,7562.7,LC-90289,2025-10-23,True,True,-68.8,-0.9,-26.0,False
SHP-700290,CTR-2025290,SO-500290,MAT-1003,RBD Palm Stearin,5288.9,Bintulu,Alexandria,Egypt,Sea,MT Kinabalu Spirit,2025-10,2025-09-25,5390.4,,,True,False,101.5,1.92,,False
SHP-700291,CTR-2025291,SO-500291,MAT-1003,RBD Palm Stearin,3570.0,Lahad Datu,Alexandria,Egypt,Sea,MT Perak Navigator,2026-01,2026-01-23,3500.9,,,True,False,-69.1,-1.94,,False
SHP-700292,CTR-2025292,SO-500292,MAT-1005,Palm Kernel Oil (PKO),733.5,Port Klang,Lagos,Nigeria,Sea,MT Pahang Voyager,2026-06,2026-06-05,728.8,LC-90292,2026-05-10,True,True,-4.7,-0.64,-26.0,False
SHP-700293,CTR-2025293,SO-500293,MAT-1004,RBD Palm Oil,7761.5,Pasir Gudang,Rotterdam,Netherlands,Sea,MT Kinabalu Spirit,2025-12,2025-12-30,7830.0,,,True,False,68.5,0.88,,False
SHP-700294,CTR-2025294,SO-500294,MAT-1006,Palm Fatty Acid Distillate (PFAD),6281.9,Bintulu,Shanghai,China,Sea,MT Perak Navigator,2025-05,2025-05-28,6290.1,,,True,False,8.2,0.13,,False
SHP-700295,CTR-2025295,SO-500295,MAT-1007,Palm Methyl Ester Biodiesel (B100),1484.3,Kuantan,Colombo,Sri Lanka,Sea,MT Perak Navigator,2025-07,2025-07-10,1485.5,,,True,False,1.2,0.08,,False
SHP-700296,CTR-2025296,SO-500296,MAT-1007,Palm Methyl Ester Biodiesel (B100),6474.0,Bintulu,Jeddah,Saudi Arabia,Sea,MT Kinabalu Spirit,2025-07,,,,,False,False,,,,False
SHP-700297,CTR-2025297,SO-500297,MAT-1006,Palm Fatty Acid Distillate (PFAD),1438.9,Lahad Datu,Los Angeles,USA,Sea,MT Labuan Wave,2025-07,2025-07-30,1410.2,,,True,False,-28.7,-1.99,,False
SHP-700298,CTR-2025298,SO-500298,MAT-1006,Palm Fatty Acid Distillate (PFAD),4187.0,Bintulu,Rotterdam,Netherlands,Sea,MT Kinabalu Spirit,2025-10,2025-10-02,4117.7,,,True,False,-69.3,-1.66,,False
SHP-700299,CTR-2025299,SO-500299,MAT-1006,Palm Fatty Acid Distillate (PFAD),6481.7,Port Klang,Los Angeles,USA,Sea,MT Labuan Wave,2025-04,2025-04-21,6310.7,LC-90299,2025-04-27,True,True,-171.0,-2.64,6.0,True
SHP-700300,CTR-2025300,SO-500300,MAT-1006,Palm Fatty Acid Distillate (PFAD),3443.7,Port Klang,Guangzhou,China,Sea,MT Selangor Star,2026-02,2026-03-07,3390.6,,,True,False,-53.1,-1.54,,False
SHP-700301,CTR-2025301,SO-500301,MAT-1001,Crude Palm Oil (CPO),5712.4,Port Klang,Karachi,Pakistan,Sea,MT Melaka Horizon,2025-11,2025-11-23,5552.3,,,True,False,-160.1,-2.8,,False
SHP-700302,CTR-2025302,SO-500302,MAT-1006,Palm Fatty Acid Distillate (PFAD),4103.8,Kuantan,Chittagong,Bangladesh,Sea,MT Melaka Horizon,2025-04,2025-05-01,4009.9,LC-90302,2025-04-20,True,True,-93.9,-2.29,-11.0,False
SHP-700303,CTR-2025303,SO-500303,MAT-1004,RBD Palm Oil,4241.7,Lahad Datu,Jeddah,Saudi Arabia,Sea,MT Pahang Voyager,2025-08,2025-08-20,4233.1,,,True,False,-8.6,-0.2,,False
SHP-700304,CTR-2025304,SO-500304,MAT-1003,RBD Palm Stearin,573.3,Port Klang,Shanghai,China,Sea,MT Labuan Wave,2026-06,2026-06-14,566.2,LC-90304,2026-06-18,True,True,-7.1,-1.24,4.0,True
SHP-700305,CTR-2025305,SO-500305,MAT-1005,Palm Kernel Oil (PKO),749.0,Port Klang,Lagos,Nigeria,Sea,MT Labuan Wave,2025-08,2025-07-25,747.8,LC-90305,2025-07-28,True,True,-1.2,-0.16,3.0,True
SHP-700306,CTR-2025306,SO-500306,MAT-1003,RBD Palm Stearin,5671.0,Kuantan,Singapore,Singapore,Sea,MT Kinabalu Spirit,2026-03,2026-03-04,5548.4,,,True,False,-122.6,-2.16,,False
SHP-700307,CTR-2025307,SO-500307,MAT-1004,RBD Palm Oil,1284.3,Lahad Datu,Karachi,Pakistan,Sea,MT Sabahan Pride,2025-10,2025-11-03,1247.8,,,True,False,-36.5,-2.84,,False
SHP-700308,CTR-2025308,SO-500308,MAT-1001,Crude Palm Oil (CPO),7521.6,Lahad Datu,Guangzhou,China,Sea,MT Pahang Voyager,2025-09,2025-10-05,7562.6,,,True,False,41.0,0.55,,False
SHP-700309,CTR-2025309,SO-500309,MAT-1001,Crude Palm Oil (CPO),7032.3,Lahad Datu,Chittagong,Bangladesh,Sea,MT Selangor Star,2026-03,2026-03-06,7107.8,LC-90309,2026-02-18,True,True,75.5,1.07,-16.0,False
SHP-700310,CTR-2025310,SO-500310,MAT-1007,Palm Methyl Ester Biodiesel (B100),1100.9,Kuantan,Colombo,Sri Lanka,Sea,MT Perak Navigator,2025-03,2025-03-04,1112.9,,,True,False,12.0,1.09,,False
SHP-700311,CTR-2025311,SO-500311,MAT-1006,Palm Fatty Acid Distillate (PFAD),3892.4,Lahad Datu,Karachi,Pakistan,Sea,MT Melaka Horizon,2026-03,2026-03-05,3791.5,LC-90311,2026-02-10,True,True,-100.9,-2.59,-23.0,False
SHP-700312,CTR-2025312,SO-500312,MAT-1002,RBD Palm Olein,952.6,Port Klang,Los Angeles,USA,Sea,MT Melaka Horizon,2025-05,2025-05-14,965.5,,,True,False,12.9,1.35,,False
SHP-700313,CTR-2025313,SO-500313,MAT-1001,Crude Palm Oil (CPO),2144.1,Kuantan,Karachi,Pakistan,Sea,MT Kinabalu Spirit,2026-06,2026-06-09,2099.3,,,True,False,-44.8,-2.09,,False
SHP-700314,CTR-2025314,SO-500314,MAT-1008,Palm Kernel Expeller (PKE),6422.7,Pasir Gudang,Karachi,Pakistan,Sea,MT Sarawak Trader,2025-03,2025-03-24,6408.4,,,True,False,-14.3,-0.22,,False
SHP-700315,CTR-2025315,SO-500315,MAT-1003,RBD Palm Stearin,5894.0,Kuantan,Jeddah,Saudi Arabia,Sea,MT Sabahan Pride,2025-09,2025-09-18,6004.5,,,True,False,110.5,1.87,,False
SHP-700316,CTR-2025316,SO-500316,MAT-1008,Palm Kernel Expeller (PKE),5377.4,Pasir Gudang,Istanbul,Turkey,Sea,MT Sabahan Pride,2026-03,2026-03-27,5235.5,,,True,False,-141.9,-2.64,,False
SHP-700317,CTR-2025317,SO-500317,MAT-1003,RBD Palm Stearin,729.9,Lahad Datu,"West Port, Malaysia",Malaysia,Sea,MT Kinabalu Spirit,2026-03,2026-03-20,739.7,,,True,False,9.8,1.34,,False
SHP-700318,CTR-2025318,SO-500318,MAT-1006,Palm Fatty Acid Distillate (PFAD),5953.8,Pasir Gudang,Alexandria,Egypt,Sea,MT Melaka Horizon,2025-04,2025-03-15,5885.6,LC-90318,2025-02-12,True,True,-68.2,-1.15,-31.0,False
SHP-700319,CTR-2025319,SO-500319,MAT-1008,Palm Kernel Expeller (PKE),7907.4,Westport,Lagos,Nigeria,Sea,MT Perak Navigator,2026-03,2026-02-23,7899.0,,,True,False,-8.4,-0.11,,False
SHP-700320,CTR-2025320,SO-500320,MAT-1005,Palm Kernel Oil (PKO),3789.6,Port Klang,Guangzhou,China,Sea,MT Pahang Voyager,2025-04,2025-05-02,3841.4,,,True,False,51.8,1.37,,False
SHP-700321,CTR-2025321,SO-500321,MAT-1007,Palm Methyl Ester Biodiesel (B100),7255.3,Bintulu,Chennai,India,Sea,MT Selangor Star,2025-10,2025-10-18,7368.6,LC-90321,2025-10-01,True,True,113.3,1.56,-17.0,False
SHP-700322,CTR-2025322,SO-500322,MAT-1005,Palm Kernel Oil (PKO),2080.0,Kuantan,Singapore,Singapore,Sea,MT Pahang Voyager,2025-12,2025-12-23,2031.3,LC-90322,2025-12-04,True,True,-48.7,-2.34,-19.0,False
SHP-700323,CTR-2025323,SO-500323,MAT-1002,RBD Palm Olein,5868.7,Bintulu,Istanbul,Turkey,Sea,MT Sarawak Trader,2026-03,2026-03-04,5762.3,,,True,False,-106.4,-1.81,,False
SHP-700324,CTR-2025324,SO-500324,MAT-1005,Palm Kernel Oil (PKO),7785.5,Pasir Gudang,Shanghai,China,Sea,MT Selangor Star,2026-01,2026-01-28,7743.6,,,True,False,-41.9,-0.54,,False
SHP-700325,CTR-2025325,SO-500325,MAT-1006,Palm Fatty Acid Distillate (PFAD),2354.2,Bintulu,Rotterdam,Netherlands,Sea,MT Sarawak Trader,2026-03,2026-03-31,2325.9,LC-90325,2026-03-09,True,True,-28.3,-1.2,-22.0,False
SHP-700326,CTR-2025326,SO-500326,MAT-1006,Palm Fatty Acid Distillate (PFAD),4947.1,Westport,Jeddah,Saudi Arabia,Sea,MT Sarawak Trader,2025-08,2025-08-08,5038.5,,,True,False,91.4,1.85,,False
SHP-700327,CTR-2025327,SO-500327,MAT-1005,Palm Kernel Oil (PKO),2436.0,Westport,Lagos,Nigeria,Sea,MT Perak Navigator,2025-07,2025-07-25,2457.1,,,True,False,21.1,0.87,,False
SHP-700328,CTR-2025328,SO-500328,MAT-1005,Palm Kernel Oil (PKO),1481.6,Pasir Gudang,Los Angeles,USA,Sea,MT Labuan Wave,2025-09,2025-09-08,1454.6,,,True,False,-27.0,-1.82,,False
SHP-700329,CTR-2025329,SO-500329,MAT-1008,Palm Kernel Expeller (PKE),1051.2,Lahad Datu,Alexandria,Egypt,Sea,MT Sarawak Trader,2025-04,2025-04-24,1063.2,LC-90329,2025-04-13,True,True,12.0,1.14,-11.0,False
SHP-700330,CTR-2025330,SO-500330,MAT-1006,Palm Fatty Acid Distillate (PFAD),3731.7,Kuantan,Chittagong,Bangladesh,Sea,MT Sabahan Pride,2025-08,2025-09-09,3751.6,,,True,False,19.9,0.53,,False
SHP-700331,CTR-2025331,SO-500331,MAT-1001,Crude Palm Oil (CPO),1752.8,Pasir Gudang,Lagos,Nigeria,Sea,MT Labuan Wave,2025-12,,,,,False,False,,,,False
SHP-700332,CTR-2025332,SO-500332,MAT-1007,Palm Methyl Ester Biodiesel (B100),6023.0,Kuantan,Guangzhou,China,Sea,MT Pahang Voyager,2026-04,2026-04-28,6084.9,LC-90332,2026-04-18,True,True,61.9,1.03,-10.0,False
SHP-700333,CTR-2025333,SO-500333,MAT-1001,Crude Palm Oil (CPO),4890.2,Bintulu,Chennai,India,Sea,MT Sarawak Trader,2025-08,2025-08-07,4770.9,,,True,False,-119.3,-2.44,,False
SHP-700334,CTR-2025334,SO-500334,MAT-1005,Palm Kernel Oil (PKO),2523.1,Port Klang,Kandla,India,Sea,MT Perak Navigator,2026-07,2026-07-12,2565.6,,,True,False,42.5,1.68,,False
SHP-700335,CTR-2025335,SO-500335,MAT-1008,Palm Kernel Expeller (PKE),795.1,Westport,Los Angeles,USA,Sea,MT Pahang Voyager,2025-12,2026-01-15,783.8,LC-90335,2025-12-13,True,True,-11.3,-1.42,-33.0,False
SHP-700336,CTR-2025336,SO-500336,MAT-1003,RBD Palm Stearin,4304.3,Bintulu,Shanghai,China,Sea,MT Kinabalu Spirit,2025-02,2025-02-10,4382.9,LC-90336,2025-01-10,True,True,78.6,1.83,-31.0,False
SHP-700337,CTR-2025337,SO-500337,MAT-1002,RBD Palm Olein,537.0,Kuantan,Lagos,Nigeria,Sea,MT Labuan Wave,2025-03,2025-03-15,544.2,,,True,False,7.2,1.34,,False
SHP-700338,CTR-2025338,SO-500338,MAT-1007,Palm Methyl Ester Biodiesel (B100),3910.5,Bintulu,Kandla,India,Sea,MT Melaka Horizon,2025-11,2025-11-26,3923.6,,,True,False,13.1,0.33,,False
SHP-700339,CTR-2025339,SO-500339,MAT-1005,Palm Kernel Oil (PKO),1547.4,Port Klang,Los Angeles,USA,Sea,MT Sarawak Trader,2025-05,2025-06-18,1555.5,,,True,False,8.1,0.52,,False
SHP-700340,CTR-2025340,SO-500340,MAT-1005,Palm Kernel Oil (PKO),2013.9,Lahad Datu,Chennai,India,Sea,MT Perak Navigator,2026-04,2026-03-26,1962.9,,,True,False,-51.0,-2.53,,False
SHP-700341,CTR-2025341,SO-500341,MAT-1002,RBD Palm Olein,5544.5,Bintulu,Chittagong,Bangladesh,Sea,MT Sabahan Pride,2025-04,2025-04-23,5427.3,,,True,False,-117.2,-2.11,,False
SHP-700342,CTR-2025342,SO-500342,MAT-1005,Palm Kernel Oil (PKO),5694.7,Port Klang,Lagos,Nigeria,Sea,MT Sarawak Trader,2026-04,2026-05-21,5718.4,,,True,False,23.7,0.42,,False
SHP-700343,CTR-2025343,SO-500343,MAT-1002,RBD Palm Olein,4228.8,Port Klang,"West Port, Malaysia",Malaysia,Sea,MT Perak Navigator,2026-04,2026-04-25,4222.6,,,True,False,-6.2,-0.15,,False
SHP-700344,CTR-2025344,SO-500344,MAT-1006,Palm Fatty Acid Distillate (PFAD),727.9,Westport,Shanghai,China,Sea,MT Labuan Wave,2025-05,2025-05-08,713.9,LC-90344,2025-04-16,True,True,-14.0,-1.92,-22.0,False
SHP-700345,CTR-2025345,SO-500345,MAT-1003,RBD Palm Stearin,5441.6,Bintulu,Rotterdam,Netherlands,Sea,MT Melaka Horizon,2026-03,2026-04-22,5307.4,,,True,False,-134.2,-2.47,,False
SHP-700346,CTR-2025346,SO-500346,MAT-1007,Palm Methyl Ester Biodiesel (B100),5433.8,Lahad Datu,Shanghai,China,Sea,MT Labuan Wave,2025-08,,,,,False,False,,,,False
SHP-700347,CTR-2025347,SO-500347,MAT-1002,RBD Palm Olein,7828.8,Pasir Gudang,Colombo,Sri Lanka,Sea,MT Perak Navigator,2025-03,2025-04-06,7900.2,,,True,False,71.4,0.91,,False
SHP-700348,CTR-2025348,SO-500348,MAT-1007,Palm Methyl Ester Biodiesel (B100),4752.6,Westport,Jeddah,Saudi Arabia,Sea,MT Selangor Star,2025-05,2025-05-28,4706.1,,,True,False,-46.5,-0.98,,False
