shipment_id,contract_ref,sales_order,delivery_mode,stage_gate,lct_status,sap_status,k2_flag,k2_chit_flag,customs_release_flag,customs_official_receipt_flag,certificate_of_origin_flag,bill_of_lading_flag,shipment_tender_flag,loi_flag,commercial_invoice_flag,ocr_confidence_pct,k2_flag_bool,k2_chit_flag_bool,customs_release_flag_bool,customs_official_receipt_flag_bool,certificate_of_origin_flag_bool,bill_of_lading_flag_bool,shipment_tender_flag_bool,loi_flag_bool
SHP-700325,CTR-2025325,SO-500325,Sea,SG6,In Progress,Open,N,N,Y,Y,N,N,Y,N,Y,94.1,False,False,True,True,False,False,True,False
SHP-700326,CTR-2025326,SO-500326,Sea,SG6,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,Y,Y,93.9,False,True,True,True,True,True,True,True
SHP-700327,CTR-2025327,SO-500327,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,N,Y,87.0,True,True,True,True,True,False,True,False
SHP-700328,CTR-2025328,SO-500328,Sea,SG9,In Progress,Delivered,Y,Y,Y,N,N,Y,Y,Y,Y,80.9,True,True,True,False,False,True,True,True
SHP-700329,CTR-2025329,SO-500329,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,Y,Y,75.3,True,True,True,True,True,True,True,True
SHP-700330,CTR-2025330,SO-500330,Sea,SG8,In Progress,Open,Y,Y,N,Y,Y,Y,Y,N,Y,89.8,True,True,False,True,True,True,True,False
SHP-700331,CTR-2025331,SO-500331,Sea,SG6,In Progress,Open,Y,Y,Y,N,Y,Y,Y,Y,Y,82.5,True,True,True,False,True,True,True,True
SHP-700332,CTR-2025332,SO-500332,Sea,SG9,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,Y,Y,97.8,True,True,False,True,True,True,True,True
SHP-700333,CTR-2025333,SO-500333,Sea,SG8,In Progress,Delivered,N,Y,Y,Y,Y,N,Y,N,Y,82.6,False,True,True,True,True,False,True,False
SHP-700334,CTR-2025334,SO-500334,Sea,SG4,In Progress,Delivered,N,Y,N,Y,N,Y,Y,N,Y,87.6,False,True,False,True,False,True,True,False
SHP-700335,CTR-2025335,SO-500335,Sea,SG6,In Progress,Open,Y,Y,N,Y,Y,Y,Y,Y,Y,80.0,True,True,False,True,True,True,True,True
SHP-700336,CTR-2025336,SO-500336,Sea,SG5,In Progress,Delivered,N,N,Y,N,Y,Y,Y,Y,Y,87.8,False,False,True,False,True,True,True,True
SHP-700337,CTR-2025337,SO-500337,Sea,SG7,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,Y,Y,97.4,True,False,True,True,True,True,True,True
SHP-700338,CTR-2025338,SO-500338,Sea,SG9,In Progress,Open,N,Y,Y,Y,Y,Y,Y,N,Y,85.9,False,True,True,True,True,True,True,False
SHP-700339,CTR-2025339,SO-500339,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,Y,Y,98.5,True,True,True,True,True,True,False,True
SHP-700340,CTR-2025340,SO-500340,Sea,SG9,In Progress,Delivered,N,Y,N,Y,Y,Y,Y,Y,Y,73.5,False,True,False,True,True,True,True,True
SHP-700341,CTR-2025341,SO-500341,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,N,Y,94.3,True,True,True,True,True,False,True,False
SHP-700342,CTR-2025342,SO-500342,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,88.2,True,True,True,True,True,True,True,True
SHP-700343,CTR-2025343,SO-500343,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,Y,Y,77.0,True,True,True,True,True,True,True,True
SHP-700344,CTR-2025344,SO-500344,Sea,SG7,In Progress,Open,N,Y,Y,Y,Y,Y,N,Y,Y,83.9,False,True,True,True,True,True,False,True
SHP-700345,CTR-2025345,SO-500345,Sea,SG4,In Progress,Delivered,N,N,Y,N,N,Y,Y,N,Y,85.0,False,False,True,False,False,True,True,False
SHP-700346,CTR-2025346,SO-500346,Sea,SG6,In Progress,Open,Y,Y,Y,N,N,N,Y,N,Y,87.3,True,True,True,False,False,False,True,False
SHP-700347,CTR-2025347,SO-500347,Sea,SG9,In Progress,Cancelled,Y,Y,N,N,Y,Y,Y,N,Y,86.6,True,True,False,False,True,True,True,False
SHP-700348,CTR-2025348,SO-500348,Sea,SG7,In Progress,Cancelled,Y,N,Y,Y,Y,Y,Y,N,Y,75.4,True,False,True,True,True,True,True,False
SHP-700349,CTR-2025349,SO-500349,Sea,SG5,In Progress,Delivered,N,Y,Y,Y,N,N,Y,Y,Y,75.8,False,True,True,True,False,False,True,True
SHP-700350,CTR-2025350,SO-500350,Land,SG6,In Progress,Open,Y,Y,N,N,N/A,Y,Y,Y,Y,83.1,True,True,False,False,False,True,True,True
SHP-700351,CTR-2025351,SO-500351,Land,SG9,In Progress,Open,Y,Y,N,Y,N/A,Y,N,N,Y,97.8,True,True,False,True,False,True,False,False
SHP-700352,CTR-2025352,SO-500352,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,93.5,True,True,True,True,True,True,True,False
SHP-700353,CTR-2025353,SO-500353,Sea,SG7,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,N,Y,93.1,True,True,True,False,True,True,True,False
SHP-700354,CTR-2025354,SO-500354,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,98.4,True,True,True,True,True,True,True,False
SHP-700355,CTR-2025355,SO-500355,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,93.7,True,True,True,True,True,True,True,False
SHP-700356,CTR-2025356,SO-500356,Sea,SG8,In Progress,Delivered,Y,N,N,Y,Y,Y,Y,N,Y,86.0,True,False,False,True,True,True,True,False
SHP-700357,CTR-2025357,SO-500357,Sea,SG8,In Progress,Open,Y,N,Y,N,Y,Y,Y,N,Y,95.7,True,False,True,False,True,True,True,False
SHP-700358,CTR-2025358,SO-500358,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,N,Y,81.7,True,True,True,True,False,True,True,False
SHP-700359,CTR-2025359,SO-500359,Sea,SG9,In Progress,Cancelled,Y,Y,Y,Y,N,Y,Y,N,Y,92.0,True,True,True,True,False,True,True,False
SHP-700360,CTR-2025360,SO-500360,Sea,SG7,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,Y,Y,93.5,False,True,True,True,True,True,True,True
SHP-700361,CTR-2025361,SO-500361,Sea,SG6,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,N,Y,85.9,True,True,False,True,True,True,True,False
SHP-700362,CTR-2025362,SO-500362,Land,SG7,In Progress,Delivered,Y,N,Y,Y,N/A,Y,N,Y,Y,87.8,True,False,True,True,False,True,False,True
SHP-700363,CTR-2025363,SO-500363,Sea,SG7,In Progress,Delivered,Y,N,N,Y,Y,Y,Y,N,Y,86.1,True,False,False,True,True,True,True,False
SHP-700364,CTR-2025364,SO-500364,Sea,SG8,In Progress,Cancelled,Y,N,Y,Y,N,Y,Y,Y,Y,93.9,True,False,True,True,False,True,True,True
SHP-700365,CTR-2025365,SO-500365,Sea,SG6,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,N,Y,78.7,True,True,True,False,True,True,True,False
SHP-700366,CTR-2025366,SO-500366,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,Y,N,N,N,Y,76.6,True,True,True,True,True,False,False,False
SHP-700367,CTR-2025367,SO-500367,Sea,SG9,In Progress,Cancelled,Y,N,Y,Y,Y,Y,Y,N,Y,90.1,True,False,True,True,True,True,True,False
SHP-700368,CTR-2025368,SO-500368,Sea,SG8,In Progress,Cancelled,Y,Y,Y,Y,N,Y,Y,N,Y,89.9,True,True,True,True,False,True,True,False
SHP-700369,CTR-2025369,SO-500369,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,Y,Y,78.2,True,True,True,True,True,True,False,True
SHP-700370,CTR-2025370,SO-500370,Sea,SG9,In Progress,Cancelled,Y,Y,N,Y,N,Y,Y,N,Y,78.5,True,True,False,True,False,True,True,False
SHP-700371,CTR-2025371,SO-500371,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,Y,Y,97.2,True,True,True,True,True,False,True,True
SHP-700372,CTR-2025372,SO-500372,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,90.1,True,True,True,True,True,True,True,False
SHP-700373,CTR-2025373,SO-500373,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,N,Y,92.1,True,True,True,True,False,True,True,False
SHP-700374,CTR-2025374,SO-500374,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,92.3,True,True,True,True,False,True,True,True
SHP-700375,CTR-2025375,SO-500375,Land,SG10,Complete,Delivered,Y,Y,Y,Y,N/A,Y,Y,N,Y,73.7,True,True,True,True,False,True,True,False
SHP-700376,CTR-2025376,SO-500376,Sea,SG4,In Progress,Open,Y,N,Y,Y,N,N,Y,Y,Y,95.2,True,False,True,True,False,False,True,True
SHP-700377,CTR-2025377,SO-500377,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,85.5,True,True,True,True,False,True,True,True
SHP-700378,CTR-2025378,SO-500378,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,97.7,True,True,True,True,False,True,True,True
SHP-700379,CTR-2025379,SO-500379,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,N,Y,75.6,True,True,True,True,True,False,True,False
SHP-700380,CTR-2025380,SO-500380,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,N,N,Y,91.4,True,True,True,True,True,True,False,False
SHP-700381,CTR-2025381,SO-500381,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,91.5,True,True,True,True,True,True,True,False
SHP-700382,CTR-2025382,SO-500382,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,Y,Y,94.6,True,True,True,True,True,True,True,True
SHP-700383,CTR-2025383,SO-500383,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,95.9,True,True,True,True,True,True,True,False
SHP-700384,CTR-2025384,SO-500384,Sea,SG6,In Progress,Open,N,Y,Y,Y,Y,Y,Y,N,Y,80.1,False,True,True,True,True,True,True,False
SHP-700385,CTR-2025385,SO-500385,Sea,SG8,In Progress,Delivered,Y,Y,N,Y,N,Y,Y,Y,Y,81.6,True,True,False,True,False,True,True,True
SHP-700386,CTR-2025386,SO-500386,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,98.5,True,True,True,True,True,True,True,False
SHP-700387,CTR-2025387,SO-500387,Sea,SG8,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,77.3,True,False,True,True,True,True,True,False
SHP-700388,CTR-2025388,SO-500388,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,Y,Y,80.7,True,True,True,True,True,True,True,True
SHP-700389,CTR-2025389,SO-500389,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,83.3,True,True,True,True,True,True,True,False
SHP-700390,CTR-2025390,SO-500390,Sea,SG7,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,73.8,True,False,True,True,True,True,True,False
SHP-700391,CTR-2025391,SO-500391,Sea,SG9,In Progress,Open,Y,Y,N,Y,Y,Y,Y,N,Y,88.8,True,True,False,True,True,True,True,False
SHP-700392,CTR-2025392,SO-500392,Sea,SG6,In Progress,Delivered,Y,N,Y,Y,N,Y,Y,N,Y,73.1,True,False,True,True,False,True,True,False
SHP-700393,CTR-2025393,SO-500393,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,N,Y,95.4,True,True,True,True,True,False,True,False
SHP-700394,CTR-2025394,SO-500394,Sea,SG6,In Progress,Delivered,N,Y,Y,Y,Y,N,Y,Y,Y,78.7,False,True,True,True,True,False,True,True
SHP-700395,CTR-2025395,SO-500395,Sea,SG7,In Progress,Cancelled,Y,Y,N,Y,Y,Y,N,N,Y,82.9,True,True,False,True,True,True,False,False
SHP-700396,CTR-2025396,SO-500396,Sea,SG6,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,N,Y,78.3,True,True,True,False,True,True,True,False
SHP-700397,CTR-2025397,SO-500397,Sea,SG9,In Progress,Open,N,N,Y,Y,Y,Y,Y,N,Y,96.4,False,False,True,True,True,True,True,False
SHP-700398,CTR-2025398,SO-500398,Sea,SG7,In Progress,Delivered,Y,Y,Y,N,N,Y,Y,N,Y,80.7,True,True,True,False,False,True,True,False
SHP-700399,CTR-2025399,SO-500399,Sea,SG5,In Progress,Cancelled,N,Y,Y,N,N,Y,Y,N,Y,77.1,False,True,True,False,False,True,True,False
SHP-700400,CTR-2025400,SO-500400,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,95.1,True,True,True,True,False,True,True,True
SHP-700401,CTR-2025401,SO-500401,Sea,SG8,In Progress,Open,N,Y,Y,Y,Y,Y,Y,Y,Y,77.4,False,True,True,True,True,True,True,True
SHP-700402,CTR-2025402,SO-500402,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,76.5,True,True,True,True,True,True,True,False
SHP-700403,CTR-2025403,SO-500403,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,74.4,True,True,True,True,True,True,True,False
SHP-700404,CTR-2025404,SO-500404,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,73.2,True,True,True,True,False,True,True,True
SHP-700405,CTR-2025405,SO-500405,Sea,SG8,In Progress,Delivered,N,Y,N,Y,Y,Y,Y,N,Y,82.3,False,True,False,True,True,True,True,False
SHP-700406,CTR-2025406,SO-500406,Sea,SG9,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,Y,Y,96.0,True,True,True,False,True,True,True,True
SHP-700407,CTR-2025407,SO-500407,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,76.0,True,True,True,True,False,True,True,True
SHP-700408,CTR-2025408,SO-500408,Sea,SG8,In Progress,Delivered,Y,Y,N,N,Y,Y,Y,N,Y,89.4,True,True,False,False,True,True,True,False
SHP-700409,CTR-2025409,SO-500409,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,76.9,True,True,True,True,True,True,True,False
SHP-700410,CTR-2025410,SO-500410,Sea,SG6,In Progress,Delivered,N,Y,Y,N,Y,Y,Y,Y,Y,73.5,False,True,True,False,True,True,True,True
SHP-700411,CTR-2025411,SO-500411,Sea,SG7,In Progress,Cancelled,Y,Y,N,N,Y,Y,N,N,Y,96.6,True,True,False,False,True,True,False,False
SHP-700412,CTR-2025412,SO-500412,Sea,SG6,In Progress,Delivered,N,Y,Y,Y,N,Y,Y,N,Y,77.6,False,True,True,True,False,True,True,False
SHP-700413,CTR-2025413,SO-500413,Sea,SG8,In Progress,Cancelled,Y,Y,Y,Y,Y,N,Y,N,Y,96.7,True,True,True,True,True,False,True,False
SHP-700414,CTR-2025414,SO-500414,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,95.8,True,True,True,True,True,True,True,True
SHP-700415,CTR-2025415,SO-500415,Sea,SG9,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,Y,Y,81.2,False,True,True,True,True,True,True,True
SHP-700416,CTR-2025416,SO-500416,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,93.9,True,True,True,True,True,True,True,False
SHP-700417,CTR-2025417,SO-500417,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,Y,Y,92.0,True,True,True,True,True,True,True,True
SHP-700418,CTR-2025418,SO-500418,Sea,SG6,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,Y,Y,92.2,True,True,False,True,True,True,True,True
SHP-700419,CTR-2025419,SO-500419,Sea,SG9,In Progress,Cancelled,Y,Y,Y,Y,N,N,Y,N,Y,92.2,True,True,True,True,False,False,True,False
