shipment_id,contract_ref,counterparty_name,product,discharge_port,lc_number,payment_terms_id,k2_flag,k2_chit_flag,customs_release_flag,customs_official_receipt_flag,certificate_of_origin_flag,bill_of_lading_flag,shipment_tender_flag,loi_flag,has_hs_code,limit_utilisation_pct,risk_score,rag
SHP-700294,CTR-2025294,Karachi Polymer Co.,Anionic Surfactant,Los Angeles,LC-90294,LC at sight,N,N,Y,Y,Y,Y,Y,N,True,,2,Amber
SHP-700295,CTR-2025295,Lagos Industrial Chemicals Ltd,Anionic Surfactant,Guangzhou,,TT advance,Y,Y,Y,N,Y,Y,Y,N,True,17.4,0,Green
SHP-700296,CTR-2025296,Shanghai Huifeng Chemicals,Acrylic Acid,Karachi,,TT 60 days,Y,Y,Y,Y,Y,Y,Y,Y,True,21.2,0,Green
SHP-700297,CTR-2025297,Istanbul Kimya Sanayi,Anionic Surfactant,Chittagong,LC-90297,LC 90 days,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700298,CTR-2025298,Guangzhou Performance Materials Ltd,Highly Reactive Polyisobutene (HR-PIB),Jeddah,,TT 60 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700299,CTR-2025299,Ganga Polymer Traders,2-Ethylhexanol (Oxo Alcohol),Shanghai,LC-90299,LC at sight,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700300,CTR-2025300,Meridian Specialty Chemicals Pvt Ltd,Thermoplastic Polyurethane (TPU),Lagos,LC-90300,LC 90 days,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700301,CTR-2025301,Shanghai Huifeng Chemicals,2-Ethylhexanol (Oxo Alcohol),Singapore,LC-90301,LC 90 days,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700302,CTR-2025302,Rotterdam ChemTrade BV,Acrylic Acid,Los Angeles,LC-90302,LC at sight,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700303,CTR-2025303,Lagos Industrial Chemicals Ltd,Battery-Grade Lithium Hydroxide,Colombo,LC-90303,LC 90 days,N,Y,Y,Y,N,Y,Y,Y,False,,3,Amber
SHP-700304,CTR-2025304,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanol (Oxo Alcohol),Los Angeles,,TT 30 days,Y,Y,N,Y,Y,Y,Y,Y,True,37.6,0,Green
SHP-700305,CTR-2025305,Colombo Chemtrade,Highly Reactive Polyisobutene (HR-PIB),Colombo,LC-90305,LC at sight,Y,Y,N,Y,Y,Y,Y,Y,True,,0,Green
SHP-700306,CTR-2025306,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,"West Port, Malaysia",LC-90306,LC 90 days,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700307,CTR-2025307,Karachi Polymer Co.,Battery-Grade Lithium Hydroxide,Guangzhou,,TT advance,N,Y,Y,Y,Y,Y,Y,Y,False,,2,Amber
SHP-700308,CTR-2025308,Ganga Polymer Traders,Battery-Grade Lithium Hydroxide,Guangzhou,LC-90308,LC at sight,Y,Y,Y,N,Y,Y,Y,Y,False,,1,Green
SHP-700309,CTR-2025309,Colombo Chemtrade,Thermoplastic Polyurethane (TPU),Lagos,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700310,CTR-2025310,EuroChem Amsterdam,Highly Reactive Polyisobutene (HR-PIB),Alexandria,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,True,58.6,0,Green
SHP-700311,CTR-2025311,Rotterdam ChemTrade BV,Battery-Grade Lithium Hydroxide,Los Angeles,,TT 30 days,Y,N,Y,Y,Y,Y,Y,N,False,80.1,3,Amber
SHP-700312,CTR-2025312,Jeddah Petrochemicals Co,Acrylic Acid,Shanghai,,TT 60 days,Y,Y,N,N,Y,Y,Y,N,True,13.2,0,Green
SHP-700313,CTR-2025313,Shanghai Huifeng Chemicals,Highly Reactive Polyisobutene (HR-PIB),Lagos,,TT 30 days,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700314,CTR-2025314,Ganga Polymer Traders,Thermoplastic Polyurethane (TPU),Guangzhou,,TT advance,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700315,CTR-2025315,Lagos Industrial Chemicals Ltd,Battery-Grade Lithium Hydroxide,Chennai,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,False,,1,Green
SHP-700316,CTR-2025316,Guangzhou Performance Materials Ltd,Thermoplastic Polyurethane (TPU),Singapore,LC-90316,LC 90 days,Y,Y,Y,Y,Y,Y,N,N,True,,0,Green
SHP-700317,CTR-2025317,Ganga Polymer Traders,2-Ethylhexanoic Acid (2-EHA),Istanbul,,TT advance,Y,N,Y,Y,N,Y,Y,Y,False,41.8,3,Amber
SHP-700318,CTR-2025318,Chittagong Specialty Chemicals,Thermoplastic Polyurethane (TPU),Shanghai,,TT 60 days,N,Y,Y,N,Y,Y,Y,N,True,48.7,1,Green
SHP-700319,CTR-2025319,Chittagong Specialty Chemicals,Anionic Surfactant,Rotterdam,LC-90319,LC 90 days,Y,Y,N,Y,N,Y,N,N,True,42.7,1,Green
SHP-700320,CTR-2025320,PT Nusantara Polymer,Anionic Surfactant,Jeddah,,TT 60 days,N,Y,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700321,CTR-2025321,Meridian Specialty Chemicals Pvt Ltd,Thermoplastic Polyurethane (TPU),Lagos,,TT advance,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700322,CTR-2025322,Guangzhou Performance Materials Ltd,Thermoplastic Polyurethane (TPU),Los Angeles,,TT 60 days,Y,Y,Y,N,Y,Y,Y,Y,True,77.5,0,Green
SHP-700323,CTR-2025323,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Alexandria,LC-90323,LC 90 days,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700324,CTR-2025324,Guangzhou Performance Materials Ltd,Anionic Surfactant,Chittagong,,TT 30 days,Y,N,Y,Y,N,Y,Y,N,True,,2,Amber
SHP-700325,CTR-2025325,Ganga Polymer Traders,Acrylic Acid,Lagos,,TT 30 days,Y,Y,N,Y,Y,Y,Y,N,True,,0,Green
SHP-700326,CTR-2025326,Guangzhou Performance Materials Ltd,Battery-Grade Lithium Hydroxide,Guangzhou,LC-90326,LC at sight,Y,N,N,Y,Y,Y,N,N,False,,2,Amber
SHP-700327,CTR-2025327,Chittagong Specialty Chemicals,Acrylic Acid,Chennai,,TT 30 days,Y,Y,N,Y,Y,Y,Y,N,True,,0,Green
SHP-700328,CTR-2025328,Rotterdam ChemTrade BV,Thermoplastic Polyurethane (TPU),Kandla,,TT 60 days,Y,N,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700329,CTR-2025329,Shanghai Huifeng Chemicals,Crop Protection Herbicide Formulation,Los Angeles,LC-90329,LC 90 days,Y,Y,Y,Y,Y,N,Y,N,True,10.6,1,Green
SHP-700330,CTR-2025330,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanol (Oxo Alcohol),Shanghai,LC-90330,LC 90 days,N,Y,Y,Y,Y,Y,Y,Y,True,140.0,2,Amber
SHP-700331,CTR-2025331,Guangzhou Performance Materials Ltd,2-Ethylhexanoic Acid (2-EHA),Lagos,,TT advance,N,Y,N,Y,Y,Y,Y,Y,False,29.2,2,Amber
SHP-700332,CTR-2025332,Chittagong Specialty Chemicals,Battery-Grade Lithium Hydroxide,Kandla,,TT advance,N,N,Y,N,Y,Y,Y,Y,False,,3,Amber
SHP-700333,CTR-2025333,Meridian Specialty Chemicals Pvt Ltd,Thermoplastic Polyurethane (TPU),Los Angeles,,TT 30 days,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700334,CTR-2025334,Rotterdam ChemTrade BV,Thermoplastic Polyurethane (TPU),Chennai,,TT 30 days,Y,Y,N,Y,Y,Y,Y,N,True,32.9,0,Green
SHP-700335,CTR-2025335,Colombo Chemtrade,2-Ethylhexanoic Acid (2-EHA),Chittagong,LC-90335,LC at sight,N,Y,Y,N,Y,Y,Y,N,False,,2,Amber
SHP-700336,CTR-2025336,Karachi Polymer Co.,Thermoplastic Polyurethane (TPU),Lagos,LC-90336,LC at sight,Y,Y,Y,Y,Y,Y,Y,N,True,30.3,0,Green
SHP-700337,CTR-2025337,Ganga Polymer Traders,Acrylic Acid,"West Port, Malaysia",,TT 60 days,Y,N,Y,Y,N/A,Y,N,Y,True,32.0,1,Green
SHP-700338,CTR-2025338,Rotterdam ChemTrade BV,Anionic Surfactant,Kandla,LC-90338,LC 90 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700339,CTR-2025339,PT Nusantara Polymer,2-Ethylhexanol (Oxo Alcohol),Jeddah,LC-90339,LC at sight,N,Y,Y,N,N,Y,Y,N,True,,2,Amber
SHP-700340,CTR-2025340,Colombo Chemtrade,Acrylic Acid,Colombo,LC-90340,LC 90 days,Y,N,Y,Y,Y,Y,Y,N,True,28.8,1,Green
SHP-700341,CTR-2025341,Ganga Polymer Traders,Anionic Surfactant,Jeddah,,TT 60 days,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700342,CTR-2025342,Chittagong Specialty Chemicals,Anionic Surfactant,Colombo,,TT 30 days,Y,Y,Y,Y,N,N,Y,N,True,,2,Amber
SHP-700343,CTR-2025343,Colombo Chemtrade,Crop Protection Herbicide Formulation,Lagos,LC-90343,LC 90 days,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700344,CTR-2025344,Guangzhou Performance Materials Ltd,Battery-Grade Lithium Hydroxide,"West Port, Malaysia",LC-90344,LC 90 days,Y,Y,Y,Y,N/A,Y,Y,Y,False,,1,Green
SHP-700345,CTR-2025345,PT Nusantara Polymer,Crop Protection Herbicide Formulation,Colombo,LC-90345,LC 90 days,Y,Y,Y,Y,Y,N,N,N,True,28.0,1,Green
SHP-700346,CTR-2025346,Chittagong Specialty Chemicals,Highly Reactive Polyisobutene (HR-PIB),Colombo,,TT 60 days,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700347,CTR-2025347,PT Nusantara Polymer,Anionic Surfactant,Lagos,LC-90347,LC at sight,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700348,CTR-2025348,Jeddah Petrochemicals Co,Acrylic Acid,Rotterdam,LC-90348,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700349,CTR-2025349,Colombo Chemtrade,Crop Protection Herbicide Formulation,Los Angeles,LC-90349,LC 90 days,Y,N,Y,Y,N,Y,Y,Y,True,,2,Amber
SHP-700350,CTR-2025350,EuroChem Amsterdam,2-Ethylhexanol (Oxo Alcohol),Chennai,,TT advance,N,Y,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700351,CTR-2025351,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanol (Oxo Alcohol),Guangzhou,,TT advance,Y,N,N,Y,Y,Y,Y,Y,True,,1,Green
SHP-700352,CTR-2025352,EuroChem Amsterdam,Thermoplastic Polyurethane (TPU),Los Angeles,LC-90352,LC 90 days,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700353,CTR-2025353,Nile Delta Industrial Chemicals,Highly Reactive Polyisobutene (HR-PIB),Chittagong,,TT 60 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700354,CTR-2025354,Lagos Industrial Chemicals Ltd,Anionic Surfactant,Lagos,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,True,60.6,0,Green
SHP-700355,CTR-2025355,Rotterdam ChemTrade BV,Battery-Grade Lithium Hydroxide,Chennai,,TT 30 days,Y,Y,Y,N,N,Y,Y,N,False,,2,Amber
SHP-700356,CTR-2025356,PT Nusantara Polymer,Acrylic Acid,Los Angeles,,TT advance,Y,N,Y,Y,Y,N,Y,Y,True,,2,Amber
SHP-700357,CTR-2025357,Nile Delta Industrial Chemicals,Battery-Grade Lithium Hydroxide,Istanbul,LC-90357,LC at sight,Y,N,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700358,CTR-2025358,PT Nusantara Polymer,Acrylic Acid,Karachi,,TT 30 days,Y,N,Y,N,Y,Y,Y,N,True,,1,Green
SHP-700359,CTR-2025359,Rotterdam ChemTrade BV,2-Ethylhexanoic Acid (2-EHA),Rotterdam,LC-90359,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,False,,1,Green
SHP-700360,CTR-2025360,Ganga Polymer Traders,Thermoplastic Polyurethane (TPU),Shanghai,LC-90360,LC at sight,N,Y,Y,N,Y,Y,Y,N,True,,1,Green
SHP-700361,CTR-2025361,California Advanced Materials Inc,Crop Protection Herbicide Formulation,Chittagong,,TT 60 days,N,Y,Y,Y,Y,Y,Y,N,True,26.4,1,Green
SHP-700362,CTR-2025362,Guangzhou Performance Materials Ltd,2-Ethylhexanol (Oxo Alcohol),Istanbul,LC-90362,LC at sight,N,Y,Y,Y,N,Y,N,Y,True,,2,Amber
SHP-700363,CTR-2025363,Nile Delta Industrial Chemicals,Thermoplastic Polyurethane (TPU),Los Angeles,LC-90363,LC at sight,N,N,Y,N,N,Y,Y,N,True,,3,Amber
SHP-700364,CTR-2025364,Chittagong Specialty Chemicals,Acrylic Acid,Singapore,LC-90364,LC at sight,Y,Y,Y,Y,N,Y,Y,N,True,18.1,1,Green
SHP-700365,CTR-2025365,Lagos Industrial Chemicals Ltd,Anionic Surfactant,Los Angeles,LC-90365,LC 90 days,N,Y,Y,Y,N,Y,Y,Y,True,23.1,2,Amber
SHP-700366,CTR-2025366,California Advanced Materials Inc,2-Ethylhexanol (Oxo Alcohol),Istanbul,LC-90366,LC at sight,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700367,CTR-2025367,PT Nusantara Polymer,2-Ethylhexanoic Acid (2-EHA),Colombo,,TT 60 days,Y,N,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700368,CTR-2025368,Istanbul Kimya Sanayi,2-Ethylhexanoic Acid (2-EHA),"West Port, Malaysia",LC-90368,LC 90 days,Y,Y,Y,N,N/A,Y,Y,N,False,39.7,1,Green
SHP-700369,CTR-2025369,Lagos Industrial Chemicals Ltd,2-Ethylhexanoic Acid (2-EHA),Chennai,,TT advance,Y,N,Y,Y,Y,N,Y,N,False,140.0,4,Red
SHP-700370,CTR-2025370,Istanbul Kimya Sanayi,Thermoplastic Polyurethane (TPU),Kandla,LC-90370,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700371,CTR-2025371,Chittagong Specialty Chemicals,Thermoplastic Polyurethane (TPU),Rotterdam,LC-90371,LC at sight,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700372,CTR-2025372,Karachi Polymer Co.,2-Ethylhexanoic Acid (2-EHA),Alexandria,,TT 30 days,Y,N,Y,N,Y,Y,Y,Y,False,,2,Amber
SHP-700373,CTR-2025373,Meridian Specialty Chemicals Pvt Ltd,Highly Reactive Polyisobutene (HR-PIB),Rotterdam,,TT advance,Y,Y,Y,N,Y,N,Y,N,True,82.9,2,Amber
SHP-700374,CTR-2025374,Nile Delta Industrial Chemicals,2-Ethylhexanoic Acid (2-EHA),Jeddah,,TT 60 days,Y,N,Y,Y,Y,Y,Y,Y,False,,2,Amber
SHP-700375,CTR-2025375,Shanghai Huifeng Chemicals,Highly Reactive Polyisobutene (HR-PIB),Lagos,,TT advance,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700376,CTR-2025376,Shanghai Huifeng Chemicals,Acrylic Acid,Alexandria,,TT 60 days,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700377,CTR-2025377,EuroChem Amsterdam,Thermoplastic Polyurethane (TPU),Istanbul,,TT advance,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700378,CTR-2025378,PT Nusantara Polymer,2-Ethylhexanoic Acid (2-EHA),Kandla,,TT advance,Y,N,Y,Y,Y,Y,Y,Y,False,,2,Amber
SHP-700379,CTR-2025379,Shanghai Huifeng Chemicals,2-Ethylhexanol (Oxo Alcohol),Guangzhou,LC-90379,LC 90 days,Y,Y,N,Y,N,Y,Y,N,True,40.7,1,Green
SHP-700380,CTR-2025380,California Advanced Materials Inc,2-Ethylhexanol (Oxo Alcohol),Istanbul,,TT 30 days,Y,N,Y,N,Y,Y,Y,N,True,23.4,1,Green
SHP-700381,CTR-2025381,Nile Delta Industrial Chemicals,Crop Protection Herbicide Formulation,Kandla,,TT 30 days,Y,Y,N,Y,Y,Y,N,Y,True,,0,Green
SHP-700382,CTR-2025382,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Chennai,LC-90382,LC at sight,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700383,CTR-2025383,Chittagong Specialty Chemicals,Battery-Grade Lithium Hydroxide,Guangzhou,,TT advance,Y,Y,Y,Y,Y,N,Y,N,False,,2,Amber
SHP-700384,CTR-2025384,EuroChem Amsterdam,Anionic Surfactant,Los Angeles,LC-90384,LC 90 days,N,Y,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700385,CTR-2025385,Rotterdam ChemTrade BV,2-Ethylhexanol (Oxo Alcohol),Rotterdam,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700386,CTR-2025386,Istanbul Kimya Sanayi,Highly Reactive Polyisobutene (HR-PIB),Rotterdam,LC-90386,LC at sight,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700387,CTR-2025387,Jeddah Petrochemicals Co,Acrylic Acid,Chittagong,,TT 30 days,Y,Y,Y,Y,N,Y,Y,Y,True,,1,Green
SHP-700388,CTR-2025388,Meridian Specialty Chemicals Pvt Ltd,Thermoplastic Polyurethane (TPU),Alexandria,LC-90388,LC 90 days,N,Y,Y,N,Y,N,Y,N,True,,2,Amber
SHP-700389,CTR-2025389,Rotterdam ChemTrade BV,Thermoplastic Polyurethane (TPU),Jeddah,LC-90389,LC 90 days,Y,Y,N,Y,Y,Y,Y,N,True,55.5,0,Green
SHP-700390,CTR-2025390,Lagos Industrial Chemicals Ltd,Highly Reactive Polyisobutene (HR-PIB),"West Port, Malaysia",,TT advance,Y,Y,Y,Y,Y,N,Y,Y,True,,1,Green
SHP-700391,CTR-2025391,EuroChem Amsterdam,2-Ethylhexanoic Acid (2-EHA),Colombo,LC-90391,LC 90 days,Y,Y,Y,Y,Y,Y,Y,Y,False,,1,Green
SHP-700392,CTR-2025392,California Advanced Materials Inc,Highly Reactive Polyisobutene (HR-PIB),Lagos,,TT advance,Y,Y,Y,N,Y,Y,N,N,True,,0,Green
SHP-700393,CTR-2025393,Karachi Polymer Co.,2-Ethylhexanoic Acid (2-EHA),Chittagong,,TT 60 days,Y,Y,Y,N,N,Y,Y,N,False,,2,Amber
SHP-700394,CTR-2025394,Guangzhou Performance Materials Ltd,Acrylic Acid,Colombo,LC-90394,LC 90 days,Y,Y,N,Y,Y,Y,N,Y,True,,0,Green
SHP-700395,CTR-2025395,Colombo Chemtrade,Thermoplastic Polyurethane (TPU),Istanbul,,TT advance,Y,Y,Y,Y,N,Y,Y,Y,True,,1,Green
SHP-700396,CTR-2025396,Shanghai Huifeng Chemicals,2-Ethylhexanol (Oxo Alcohol),Istanbul,,TT 60 days,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700397,CTR-2025397,EuroChem Amsterdam,Highly Reactive Polyisobutene (HR-PIB),Los Angeles,LC-90397,LC at sight,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700398,CTR-2025398,Guangzhou Performance Materials Ltd,2-Ethylhexanol (Oxo Alcohol),Colombo,,TT 30 days,Y,N,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700399,CTR-2025399,Meridian Specialty Chemicals Pvt Ltd,Anionic Surfactant,Chittagong,LC-90399,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700400,CTR-2025400,Nile Delta Industrial Chemicals,Acrylic Acid,"West Port, Malaysia",,TT 30 days,Y,Y,Y,Y,Y,Y,Y,Y,True,109.7,1,Green
SHP-700401,CTR-2025401,Chittagong Specialty Chemicals,Highly Reactive Polyisobutene (HR-PIB),Chennai,,TT 60 days,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700402,CTR-2025402,PT Nusantara Polymer,Acrylic Acid,Jeddah,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700403,CTR-2025403,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Guangzhou,,TT 60 days,Y,Y,Y,Y,Y,Y,N,N,True,,0,Green
SHP-700404,CTR-2025404,Shanghai Huifeng Chemicals,Thermoplastic Polyurethane (TPU),Kandla,,TT advance,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700405,CTR-2025405,California Advanced Materials Inc,Anionic Surfactant,Lagos,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,True,73.1,0,Green
SHP-700406,CTR-2025406,Chittagong Specialty Chemicals,Highly Reactive Polyisobutene (HR-PIB),Jeddah,LC-90406,LC 90 days,Y,N,Y,Y,Y,Y,N,Y,True,43.1,1,Green
SHP-700407,CTR-2025407,Meridian Specialty Chemicals Pvt Ltd,Anionic Surfactant,Istanbul,,TT 60 days,Y,N,Y,N,N,Y,Y,N,True,,2,Amber
SHP-700408,CTR-2025408,Nile Delta Industrial Chemicals,Highly Reactive Polyisobutene (HR-PIB),Jeddah,,TT 30 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700409,CTR-2025409,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanoic Acid (2-EHA),Singapore,,TT advance,Y,Y,Y,Y,Y,Y,N,N,False,,1,Green
SHP-700410,CTR-2025410,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Singapore,LC-90410,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700411,CTR-2025411,EuroChem Amsterdam,Battery-Grade Lithium Hydroxide,Istanbul,LC-90411,LC 90 days,N,Y,Y,Y,N,Y,Y,Y,False,,3,Amber
SHP-700412,CTR-2025412,Ganga Polymer Traders,Acrylic Acid,Colombo,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700413,CTR-2025413,Nile Delta Industrial Chemicals,Thermoplastic Polyurethane (TPU),Karachi,,TT 60 days,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700414,CTR-2025414,Colombo Chemtrade,Anionic Surfactant,Guangzhou,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700415,CTR-2025415,Colombo Chemtrade,Battery-Grade Lithium Hydroxide,Guangzhou,,TT 30 days,Y,N,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700416,CTR-2025416,California Advanced Materials Inc,Anionic Surfactant,Lagos,,TT advance,Y,Y,Y,Y,N,N,Y,Y,True,,2,Amber
SHP-700417,CTR-2025417,Colombo Chemtrade,Highly Reactive Polyisobutene (HR-PIB),Karachi,LC-90417,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700418,CTR-2025418,Ganga Polymer Traders,Anionic Surfactant,Guangzhou,,TT advance,Y,Y,N,Y,Y,Y,Y,Y,True,,0,Green
SHP-700419,CTR-2025419,California Advanced Materials Inc,Crop Protection Herbicide Formulation,Jeddah,,TT advance,N,Y,Y,N,Y,Y,Y,Y,True,,1,Green
